time angle speed
0 0 0
8.320808410644531e-05 0 0
0.0058002471923828125 0 0
0.011971473693847656 -1 -2
0.01752495765686035 -2 -20
0.02415156364440918 -4 -111
0.03289604187011719 -5 -60
0.03942227363586426 -7 -287
0.04485654830932617 -10 -310
0.05181097984313965 -13 -402
0.060373544692993164 -17 -470
0.0660855770111084 -20 -505
0.07257914543151855 -25 -568
0.08099126815795898 -29 -594
0.08667802810668945 -33 -627
0.09344911575317383 -37 -664
0.10033941268920898 -43 -681
0.10605144500732422 -47 -718
0.11492800712585449 -55 -740
0.12147927284240723 -58 -757
0.12685465812683105 -62 -771
0.13566184043884277 -72 -796
0.1437969207763672 -76 -816
0.15015268325805664 -82 -815
0.15583038330078125 -87 -825
0.16284775733947754 -96 -837
0.17169690132141113 -101 -850
0.17708134651184082 -106 -860
0.1839597225189209 -110 -862
0.19076967239379883 -116 -868
0.19645190238952637 -124 -878
0.20374488830566406 -127 -885
0.21063971519470215 -134 -884
0.21629548072814941 -140 -883
0.22356081008911133 -148 -894
0.23243141174316406 -154 -898
0.23846673965454102 -160 -904
0.24443769454956055 -167 -903
0.2510867118835449 -172 -905
0.2599637508392334 -179 -908
0.26566171646118164 -185 -912
0.2718329429626465 -192 -910
0.28060054779052734 -198 -915
0.28625941276550293 -203 -915
0.29398202896118164 -208 -913
0.3007659912109375 -222 -923
0.31108880043029785 -227 -923
0.31998372077941895 -234 -915
0.32567358016967773 -240 -917
0.3321034908294678 -247 -921
0.3405454158782959 -253 -923
0.34624409675598145 -258 -924
0.3528931140899658 -268 -924
0.3615734577178955 -271 -925
0.3669459819793701 -279 -921
0.373748779296875 -282 -923
0.3805575370788574 -292 -924
0.3893723487854004 -297 -925
0.3948225975036621 -303 -924
0.4009675979614258 -310 -926
0.4100158214569092 -318 -926
0.41568779945373535 -323 -924
0.421830415725708 -328 -926
0.4281005859375 -334 -924
0.4343869686126709 -340 -930
0.4406168460845947 -345 -926
0.4462854862213135 -351 -923
0.45281338691711426 -356 -926
0.4591500759124756 -362 -931
0.46485280990600586 -370 -928
0.47109508514404297 -373 -925
0.4784872531890869 -380 -926
0.48444175720214844 -386 -930
0.49071645736694336 -392 -927
0.49638891220092773 -397 -926
0.5029053688049316 -403 -925
0.5096399784088135 -408 -929
0.5150647163391113 -416 -932
0.5214393138885498 -420 -925
0.529050350189209 -427 -925
0.5347011089324951 -432 -924
0.5408153533935547 -438 -930
0.5464565753936768 -444 -929
0.5530328750610352 -449 -925
0.5596239566802979 -455 -927
0.5650291442871094 -462 -929
0.5711240768432617 -466 -930
0.5785093307495117 -474 -928
0.5844376087188721 -479 -928
0.5908105373382568 -484 -930
0.5964879989624023 -492 -929
0.6040318012237549 -496 -928
0.6102817058563232 -503 -923
0.6159262657165527 -509 -926
0.6223576068878174 -514 -932
0.6296415328979492 -520 -930
0.6351253986358643 -527 -927
0.6416442394256592 -531 -925
0.6470286846160889 -538 -928
0.6540384292602539 -542 -924
0.6603248119354248 -550 -927
0.6660072803497314 -555 -931
0.6724166870117188 -560 -931
0.6780970096588135 -566 -927
0.6851329803466797 -574 -930
0.6915667057037354 -577 -928
0.6969468593597412 -585 -929
0.7071573734283447 -594 -928
0.7142112255096436 -600 -924
0.7206320762634277 -605 -927
0.7262880802154541 -612 -928
0.7341225147247314 -616 -929
0.7403571605682373 -624 -926
0.7460634708404541 -629 -928
0.7525269985198975 -635 -929
0.758007287979126 -640 -927
0.7643899917602539 -646 -927
0.7707676887512207 -652 -927
0.7764744758605957 -659 -926
0.7841155529022217 -664 -927
0.790407657623291 -670 -928
0.7960906028747559 -676 -929
0.8026294708251953 -681 -927
0.808936357498169 -687 -930
0.8145911693572998 -692 -930
0.8207376003265381 -698 -927
0.8264005184173584 -704 -928
0.8341622352600098 -711 -924
0.8404452800750732 -716 -928
0.8461260795593262 -722 -931
0.852691650390625 -728 -927
0.8589904308319092 -733 -925
0.8646867275238037 -739 -926
0.8708188533782959 -744 -927
0.8764827251434326 -750 -926
0.8841753005981445 -757 -927
0.8905999660491943 -763 -925
0.8962728977203369 -768 -927
0.9029631614685059 -774 -929
0.9095232486724854 -780 -927
0.9149625301361084 -787 -926
0.9211068153381348 -790 -929
0.926802396774292 -796 -930
0.9344079494476318 -804 -932
0.9406535625457764 -809 -925
0.9463069438934326 -815 -926
0.9530379772186279 -820 -933
0.9595673084259033 -826 -930
0.9649841785430908 -833 -923
0.971125602722168 -837 -926
0.9768266677856445 -842 -927
0.9835374355316162 -850 -926
0.990670919418335 -856 -927
0.996347188949585 -861 -925
