time angle speed
0 0 0
8.392333984375e-05 0 0
0.008040904998779297 0 0
0.01477956771850586 1 3
0.024457216262817383 1 19
0.031096458435058594 3 13
0.039400339126586914 3 37
0.04501199722290039 5 131
0.05201220512390137 6 181
0.059302568435668945 8 186
0.06795167922973633 9 212
0.07332062721252441 11 230
0.07943296432495117 13 248
0.08804583549499512 15 258
0.09345459938049316 17 267
0.09956836700439453 19 289
0.10861492156982422 21 288
0.11429309844970703 23 298
0.12083148956298828 25 304
0.12931299209594727 27 311
0.13494324684143066 29 314
0.1414813995361328 31 321
0.14857792854309082 34 324
0.15659093856811523 36 329
0.16286826133728027 38 332
0.1692500114440918 40 335
0.1749560832977295 43 337
0.18221569061279297 45 339
0.1890873908996582 47 340
0.19474005699157715 49 341
0.2020127773284912 51 345
0.20891547203063965 54 345
0.21795201301574707 57 346
0.22335267066955566 59 345
0.22961902618408203 61 348
0.2352759838104248 64 347
0.2427072525024414 66 347
0.24935007095336914 69 351
0.2581672668457031 71 352
0.26355552673339844 74 350
0.26963376998901367 75 352
0.2786865234375 79 353
0.28438878059387207 81 349
0.29100465774536133 83 352
0.29807496070861816 85 351
0.30347537994384766 88 354
0.310467004776001 91 353
0.31917905807495117 93 355
0.32480573654174805 95 355
0.331315279006958 97 354
0.3384380340576172 100 356
0.34412455558776855 102 353
0.35100674629211426 105 352
0.35924220085144043 107 352
0.364912748336792 109 353
0.37146973609924316 113 354
0.38031458854675293 115 357
0.38591933250427246 117 356
0.3925211429595947 118 353
0.399364709854126 121 357
0.40503644943237305 125 355
0.41414451599121094 128 353
0.42475056648254395 130 352
0.4313356876373291 133 351
0.43832993507385254 135 354
0.4454152584075928 138 354
0.45230865478515625 139 357
0.45860981941223145 142 356
0.46425890922546387 145 356
0.4706864356994629 147 356
0.47629690170288086 149 354
0.4827084541320801 151 356
0.4889545440673828 153 354
0.4954395294189453 156 352
0.5021905899047852 157 351
0.5087277889251709 160 351
0.5143630504608154 162 351
0.520653247833252 164 351
0.5264303684234619 167 354
0.5328054428100586 169 357
0.5390808582305908 171 357
0.5454986095428467 173 359
0.5524001121520996 175 357
0.558635950088501 178 356
0.5642948150634766 180 354
0.570608377456665 182 354
0.5760092735290527 184 354
0.5825939178466797 186 352
0.588953971862793 189 351
0.594630241394043 191 353
0.6021933555603027 193 355
0.6085710525512695 195 356
0.6142148971557617 198 360
0.6204555034637451 200 357
0.6259772777557373 202 354
0.6325969696044922 203 354
0.63899827003479 206 352
0.644629716873169 209 351
0.6522812843322754 211 352
0.6585793495178223 213 351
0.6642210483551025 215 352
0.6704409122467041 217 353
0.6759340763092041 220 354
0.6825242042541504 221 357
0.6887519359588623 224 358
0.694408655166626 226 357
0.7015645503997803 228 356
0.7083477973937988 231 354
0.7140908241271973 233 351
0.7202513217926025 235 354
0.7255961894989014 237 353
0.7323980331420898 239 353
0.738654375076294 241 352
0.7443034648895264 244 353
0.7515575885772705 246 355
0.7580935955047607 249 353
0.7645280361175537 251 357
0.7711665630340576 253 355
0.777440071105957 255 354
0.7830908298492432 257 352
0.789233922958374 259 352
0.7949035167694092 262 353
0.8025360107421875 263 354
0.8087818622589111 267 354
0.8144214153289795 269 355
0.8247063159942627 272 353
0.8314197063446045 274 354
0.8381454944610596 277 353
0.8435399532318115 279 354
0.8511841297149658 281 355
0.8574724197387695 283 353
0.863091230392456 285 354
0.8692107200622559 288 355
0.8748128414154053 290 353
0.8813533782958984 292 355
0.888023853302002 294 353
0.893425464630127 297 351
0.8995966911315918 299 352
0.9065802097320557 301 353
0.9128704071044922 303 354
0.9191057682037354 305 353
0.9247348308563232 307 355
0.9312634468078613 310 357
0.9378910064697266 312 355
0.9432930946350098 314 356
0.9495174884796143 317 355
0.9564411640167236 319 354
0.962801456451416 321 353
0.9690682888031006 323 351
0.9747240543365479 325 351
0.9811785221099854 327 352
0.9874725341796875 329 355
0.9931488037109375 332 357
0.9992456436157227 335 358
