time angle speed
0 0 0
0.0022788047790527344 0 0
0.008200883865356445 0 0
0.011728048324584961 0 0
0.015186071395874023 -1 -3
0.020088911056518555 -1 -3
0.02577376365661621 -1 -8
0.030634403228759766 -2 -64
0.034416913986206055 -2 -90
0.03909111022949219 -3 -90
0.04349684715270996 -3 -37
0.04902482032775879 -5 -113
0.05487942695617676 -5 -152
0.05962729454040527 -6 -168
0.06314349174499512 -7 -181
0.06760764122009277 -8 -193
0.07361054420471191 -9 -197
0.07822465896606445 -10 -207
0.08188033103942871 -11 -217
0.0856332778930664 -12 -228
0.09033679962158203 -13 -238
0.09598302841186523 -15 -252
0.10050415992736816 -16 -255
0.1086127758026123 -19 -265
0.11224961280822754 -19 -269
0.11601090431213379 -21 -278
0.12272381782531738 -23 -282
0.12648606300354004 -24 -285
0.1311347484588623 -25 -288
0.1348867416381836 -26 -290
0.13922882080078125 -27 -294
0.14506912231445312 -29 -292
0.1499462127685547 -30 -297
0.15357756614685059 -31 -298
0.15786075592041016 -33 -299
0.16167116165161133 -34 -302
0.16834115982055664 -36 -307
0.17195868492126465 -37 -310
0.17570877075195312 -38 -311
0.1802213191986084 -39 -312
0.18379759788513184 -41 -317
0.18967938423156738 -43 -315
0.19318914413452148 -44 -315
0.19768500328063965 -45 -319
0.20359015464782715 -47 -319
0.20788812637329102 -49 -317
0.21186304092407227 -50 -316
0.21566534042358398 -51 -317
0.22015738487243652 -52 -319
0.2258436679840088 -55 -318
0.23035979270935059 -55 -319
0.23396682739257812 -57 -321
0.23848724365234375 -59 -323
0.24420452117919922 -60 -323
0.24878573417663574 -62 -323
0.252394437789917 -63 -325
0.25617265701293945 -65 -325
0.2606697082519531 -66 -325
0.26632118225097656 -68 -326
0.27101588249206543 -69 -326
0.274752140045166 -71 -329
0.27904438972473145 -72 -326
0.28261232376098633 -73 -325
0.28872132301330566 -75 -326
0.29230284690856934 -76 -325
0.29609203338623047 -78 -325
0.3024756908416748 -80 -327
0.3062460422515869 -81 -327
0.310718297958374 -82 -328
0.3144805431365967 -83 -328
0.31876158714294434 -85 -330
0.3245818614959717 -87 -330
0.3290834426879883 -88 -329
0.3327052593231201 -89 -330
0.3364830017089844 -91 -329
0.34099817276000977 -92 -330
0.34705162048339844 -94 -329
0.35114431381225586 -95 -329
0.35489606857299805 -97 -326
0.35920190811157227 -98 -325
0.3627617359161377 -99 -327
0.36877012252807617 -101 -327
0.37239766120910645 -103 -327
0.3761775493621826 -104 -327
0.382108211517334 -105 -328
0.3858785629272461 -107 -327
0.3905642032623291 -109 -330
0.3962550163269043 -111 -332
0.4007747173309326 -112 -331
0.40463852882385254 -113 -332
0.40895962715148926 -115 -330
0.4125070571899414 -117 -329
0.4190635681152344 -118 -331
0.422621488571167 -119 -327
0.42636656761169434 -121 -328
0.4308457374572754 -122 -327
0.4364776611328125 -124 -326
0.4409809112548828 -125 -327
0.44474172592163086 -127 -326
0.44922304153442383 -128 -328
0.4528005123138428 -129 -331
0.45888757705688477 -131 -331
0.4624671936035156 -133 -332
0.4662191867828369 -134 -334
0.4725825786590576 -136 -332
0.4763824939727783 -137 -329
0.48087167739868164 -138 -330
0.4846987724304199 -140 -330
0.489016056060791 -141 -331
0.49478578567504883 -143 -329
0.4991168975830078 -144 -329
0.5026845932006836 -145 -328
0.5106861591339111 -148 -329
0.515230655670166 -150 -328
0.5212380886077881 -151 -327
0.5250186920166016 -153 -328
0.5317971706390381 -155 -331
0.53558349609375 -156 -331
0.5402336120605469 -157 -333
0.5438461303710938 -159 -332
0.5483462810516357 -160 -334
0.5539774894714355 -162 -332
0.5585289001464844 -164 -331
0.5621018409729004 -165 -330
0.5658791065216064 -167 -329
0.5705816745758057 -168 -329
0.5762290954589844 -170 -328
0.5808191299438477 -171 -328
0.5845935344696045 -173 -329
0.5889232158660889 -174 -327
0.5924952030181885 -175 -328
0.5985651016235352 -177 -329
0.6022024154663086 -178 -330
0.6060035228729248 -180 -329
0.6123747825622559 -182 -330
0.6161770820617676 -183 -332
0.6206719875335693 -185 -333
0.6244308948516846 -186 -332
0.6289255619049072 -187 -331
0.6347239017486572 -189 -332
0.6392004489898682 -191 -331
0.6427640914916992 -192 -329
0.6465089321136475 -193 -331
0.6509945392608643 -195 -328
0.6570224761962891 -197 -327
0.6611630916595459 -198 -326
0.664933443069458 -199 -327
0.6692442893981934 -201 -328
0.6728038787841797 -203 -330
0.67978835105896 -204 -330
0.6832873821258545 -205 -330
0.687795877456665 -206 -330
0.6917428970336914 -208 -331
0.695256233215332 -210 -333
0.7011198997497559 -211 -332
0.7048890590667725 -212 -332
0.709221363067627 -214 -333
0.7150716781616211 -216 -330
0.7196688652038574 -217 -329
0.7231957912445068 -218 -327
0.7276520729064941 -219 -327
0.7312324047088623 -221 -326
0.7378451824188232 -223 -326
0.7416524887084961 -224 -327
0.7452290058135986 -225 -329
0.750157356262207 -227 -330
0.755774974822998 -229 -332
0.7603261470794678 -230 -329
0.7639026641845703 -231 -333
0.7685525417327881 -233 -332
0.7721767425537109 -234 -331
0.7782747745513916 -236 -332
0.7818760871887207 -237 -330
0.785637617111206 -239 -329
0.7921404838562012 -241 -327
0.795950174331665 -243 -327
0.800447940826416 -244 -328
0.8041555881500244 -245 -328
0.8087704181671143 -247 -329
0.8146162033081055 -249 -328
0.8189475536346436 -250 -330
0.8224914073944092 -251 -329
0.8262412548065186 -253 -330
0.8307371139526367 -254 -331
0.8364546298980713 -256 -333
0.8409698009490967 -257 -334
0.8447122573852539 -259 -331
0.8489978313446045 -260 -332
0.8525791168212891 -261 -332
0.8586113452911377 -263 -332
0.8622448444366455 -265 -326
0.8660082817077637 -266 -328
0.8710973262786865 -267 -328
0.874871015548706 -269 -326
0.880739688873291 -271 -327
0.884486198425293 -272 -328
0.8887927532196045 -274 -327
0.8946447372436523 -275 -330
0.8991632461547852 -276 -330
0.9027252197265625 -278 -330
0.9102427959442139 -279 -334
0.917600154876709 -282 -333
0.921644926071167 -284 -329
0.9251718521118164 -285 -332
0.9302229881286621 -286 -332
0.933828592300415 -287 -327
0.9457345008850098 -291 -328
0.9504320621490479 -293 -326
0.9541401863098145 -294 -328
0.9602799415588379 -296 -328
0.9638566970825195 -297 -329
0.9701037406921387 -299 -331
0.9778802394866943 -302 -332
0.9839870929718018 -304 -331
0.9903504848480225 -306 -334
0.9960179328918457 -309 -331
