time angle speed
0 0 0
0.003437519073486328 0 0
0.008392810821533203 0 2
0.012704610824584961 0 2
0.016216754913330078 0 2
0.019986867904663086 1 17
0.026591777801513672 2 51
0.03104424476623535 2 13
0.03458070755004883 3 35
0.0383455753326416 4 131
0.04306459426879883 4 182
0.04811859130859375 6 152
0.053182363510131836 7 208
0.058737754821777344 8 231
0.0634145736694336 9 250
0.06701302528381348 10 268
0.07125544548034668 12 275
0.07512307167053223 13 294
0.0817270278930664 15 299
0.08531999588012695 16 311
0.08904385566711426 18 322
0.09369945526123047 19 338
0.09727668762207031 20 352
0.10346245765686035 23 360
0.10710287094116211 24 369
0.11139178276062012 26 379
0.1173393726348877 28 383
0.12181591987609863 30 391
0.12541937828063965 32 394
0.1291794776916504 33 399
0.13364005088806152 35 402
0.13927841186523438 38 406
0.14376449584960938 39 408
0.14735174179077148 40 411
0.15186357498168945 42 420
0.1576080322265625 45 425
0.16225957870483398 48 430
0.16585159301757812 49 431
0.16967391967773438 51 435
0.17414307594299316 53 440
0.17977070808410645 56 442
0.18428587913513184 57 440
0.1880185604095459 59 444
0.19231295585632324 61 443
0.1958911418914795 62 444
0.20195960998535156 65 444
0.20552349090576172 66 450
0.20935416221618652 69 455
0.21956682205200195 74 460
0.224320650100708 75 458
0.22804570198059082 77 460
0.23253631591796875 79 458
0.23609566688537598 81 458
0.24225926399230957 84 458
0.2458491325378418 86 458
0.24956607818603516 87 459
0.255939245223999 90 461
0.2597055435180664 92 460
0.2641456127166748 94 463
0.26792359352111816 96 467
0.2722139358520508 98 468
0.27802157402038574 100 469
0.28255248069763184 102 471
0.28612208366394043 104 468
0.2898843288421631 106 466
0.29433608055114746 109 465
0.299976110458374 111 466
0.30443668365478516 112 467
0.30819106101989746 114 464
0.31252098083496094 116 469
0.31607532501220703 119 472
0.32263660430908203 121 472
0.32619309425354004 123 470
0.3299987316131592 125 474
0.334460973739624 127 470
0.33818936347961426 130 467
0.3442349433898926 131 467
0.34796786308288574 133 469
0.3524012565612793 136 468
0.3582296371459961 138 471
0.3625626564025879 140 472
0.3661048412322998 142 473
0.3698749542236328 144 474
0.3743398189544678 146 471
0.37996411323547363 148 474
0.3844485282897949 150 470
0.3881998062133789 152 470
0.3924984931945801 154 470
0.39606332778930664 157 470
0.40318942070007324 159 470
0.4067072868347168 160 472
0.4111967086791992 162 474
0.4147181510925293 164 471
0.4184725284576416 167 472
0.42432427406311035 169 474
0.4280822277069092 171 475
0.435283899307251 174 474
0.4390401840209961 176 475
0.4434628486633301 178 473
0.44710445404052734 180 470
0.4513731002807617 182 473
0.45719480514526367 184 472
0.4618570804595947 186 472
0.4654667377471924 188 473
0.4692409038543701 190 473
0.4737367630004883 192 474
0.47937560081481934 196 476
0.4841277599334717 198 474
0.4878709316253662 198 473
0.4922008514404297 201 471
0.49573588371276855 204 471
0.5022828578948975 206 470
0.5058495998382568 208 471
0.509613037109375 210 473
0.5141396522521973 212 474
0.5178718566894531 212 474
0.5239048004150391 216 476
0.5275774002075195 217 476
0.5321536064147949 221 474
0.5379467010498047 223 477
0.5422298908233643 225 472
0.5458228588104248 227 474
0.5495352745056152 229 471
0.5540008544921875 232 472
0.5596432685852051 234 470
0.564150333404541 235 473
0.5678822994232178 236 475
0.5722713470458984 239 475
0.5758528709411621 242 475
0.5825798511505127 244 473
0.5861315727233887 246 474
0.5898828506469727 248 474
0.5943353176116943 250 471
0.5980639457702637 252 472
0.6039540767669678 254 469
0.6076030731201172 255 471
0.6156015396118164 259 475
0.621051549911499 262 474
0.6271417140960693 265 476
0.6314337253570557 267 475
0.6353805065155029 268 474
0.6391305923461914 270 476
0.6439051628112793 274 469
0.6495311260223389 276 468
0.6539857387542725 278 471
0.6576430797576904 279 472
0.6620304584503174 282 468
0.6656136512756348 283 470
0.6721799373626709 286 474
0.6758146286010742 288 474
0.6795549392700195 290 475
0.6839871406555176 292 476
0.6876242160797119 293 472
0.6935632228851318 296 474
0.6971302032470703 298 474
0.7013900279998779 301 473
0.7064735889434814 302 470
0.7104575634002686 304 470
0.714592695236206 307 473
0.7211143970489502 309 472
0.7246553897857666 311 475
0.7283890247344971 313 476
0.732694149017334 315 476
0.7385044097900391 318 476
0.7433786392211914 320 474
0.7470211982727051 322 474
0.7512555122375488 324 471
0.7549965381622314 325 472
0.7613894939422607 328 468
0.7653293609619141 330 471
0.7690646648406982 332 473
0.7735631465911865 334 474
0.7771430015563965 336 475
0.7829902172088623 338 476
0.7866120338439941 340 475
0.7905130386352539 342 475
0.7966547012329102 345 474
0.8011202812194824 347 471
0.8046679496765137 349 471
0.8084049224853516 351 473
0.8127000331878662 353 472
0.818490743637085 356 470
0.8232142925262451 358 474
0.8266916275024414 360 477
0.8312296867370605 361 477
0.8350193500518799 363 475
0.8413825035095215 366 474
0.8451657295227051 368 473
0.8486778736114502 370 473
0.8532533645629883 372 474
0.8567521572113037 374 473
0.8625891208648682 376 472
0.8661270141601562 378 471
0.8698694705963135 380 474
0.8752644062042236 382 472
0.878748893737793 385 474
0.8847572803497314 387 479
0.8885166645050049 389 477
0.8950815200805664 392 474
0.8986539840698242 394 474
0.9032483100891113 396 472
0.9067461490631104 397 470
0.9113583564758301 399 467
0.9171547889709473 402 473
0.9216930866241455 404 476
0.9252991676330566 406 472
0.929025411605835 408 475
0.9334356784820557 410 476
0.9391064643859863 412 475
0.9438252449035645 414 473
0.9474208354949951 416 477
0.9519350528717041 419 472
0.9554755687713623 420 473
0.9612650871276855 423 470
0.9650747776031494 425 471
0.9685797691345215 427 472
0.9751472473144531 430 473
0.9787113666534424 432 474
0.9833848476409912 433 474
0.9870226383209229 435 478
0.9912810325622559 437 475
0.9971585273742676 440 475
