time angle speed
0 0 0
0.002378225326538086 0 0
0.008203506469726562 0 -2
0.012012004852294922 -1 -2
0.015536069869995117 -1 -6
0.02030205726623535 -1 -13
0.0260469913482666 -2 -17
0.030793428421020508 -3 -17
0.03458428382873535 -4 -189
0.039029836654663086 -6 -178
0.04264187812805176 -7 -216
0.04865598678588867 -9 -294
0.052256107330322266 -10 -300
0.05603647232055664 -12 -352
0.06238436698913574 -14 -379
0.06618356704711914 -17 -419
0.07065987586975098 -18 -452
0.07431459426879883 -20 -479
0.07879066467285156 -27 -545
0.09058666229248047 -29 -564
0.09417510032653809 -32 -584
0.09892082214355469 -36 -598
0.10251879692077637 -37 -613
0.10628771781921387 -41 -641
0.11115407943725586 -45 -664
0.11683130264282227 -48 -678
0.12141180038452148 -51 -692
0.12519502639770508 -54 -698
0.12951159477233887 -57 -707
0.13309001922607422 -61 -722
0.13992881774902344 -64 -726
0.14339303970336914 -67 -742
0.14794325828552246 -70 -749
0.15190458297729492 -73 -760
0.15543627738952637 -78 -767
0.16126537322998047 -81 -777
0.1650981903076172 -84 -783
0.1713414192199707 -89 -790
0.17512917518615723 -92 -798
0.17989802360534668 -95 -801
0.18334460258483887 -99 -805
0.18733811378479004 -102 -810
0.19358110427856445 -107 -815
0.1981217861175537 -110 -814
0.2018887996673584 -113 -821
0.20544791221618652 -117 -827
0.210280179977417 -120 -832
0.21604371070861816 -125 -833
0.22054243087768555 -129 -839
0.224104642868042 -132 -840
0.228743314743042 -135 -842
0.23236870765686035 -139 -851
0.2390003204345703 -145 -850
0.24260234832763672 -149 -851
0.24637866020202637 -153 -850
0.25087475776672363 -156 -853
0.25452351570129395 -157 -855
0.2611119747161865 -165 -857
0.2649085521697998 -168 -862
0.26949143409729004 -173 -863
0.2753615379333496 -177 -862
0.2799417972564697 -180 -864
0.28340983390808105 -183 -863
0.2874143123626709 -187 -866
0.2915334701538086 -192 -873
0.2981593608856201 -196 -871
0.30198073387145996 -199 -870
0.3055083751678467 -203 -869
0.3101015090942383 -206 -869
0.3136289119720459 -211 -874
0.3204832077026367 -215 -876
0.32409000396728516 -219 -880
0.3287191390991211 -222 -876
0.3324089050292969 -225 -873
0.33832764625549316 -231 -873
0.3421778678894043 -234 -877
0.3488154411315918 -241 -880
